user_id,movie_id,rank,interaction_count,popularity_score,popularity_rank,popularity_percentile,long_tail
1,1282,1,930,10977.32333448765,222,0.05995139076424521,False
1,1265,2,2248,30164.815200494995,23,0.006211180124223602,False
1,2470,3,899,9834.562229076122,265,0.07156359708344585,False
1,2268,4,1047,12622.669539758992,171,0.04617877396705374,False
1,2406,5,1324,15911.425497058779,105,0.02835538752362949,False
1,367,6,1152,12741.333924756256,167,0.045098568728058334,False
1,2858,7,3379,50257.027663730645,1,0.00027005130974885227,False
1,356,8,2167,29502.95296250054,26,0.0070213340534701595,False
1,2987,9,1675,20750.54196051247,55,0.014852822036186876,False
1,318,10,2205,32060.29507007315,19,0.005130974885228194,False
2,2406,1,1324,15911.425497058779,105,0.02835538752362949,False
2,3098,2,539,5791.389392963434,529,0.14285714285714285,False
2,849,3,484,4137.1956080371765,732,0.19767755873615986,False
2,1917,4,1077,11668.363657704602,199,0.0537402106400216,False
2,2470,5,899,9834.562229076122,265,0.07156359708344585,False
2,858,6,2204,31912.135776463492,20,0.0054010261949770455,False
2,466,7,556,5099.148866001355,600,0.16203078584931138,False
2,1722,8,847,9207.403508173844,289,0.07804482851741831,False
2,1208,9,1158,14810.865486380973,122,0.03294625978935998,False
2,367,10,1152,12741.333924756256,167,0.045098568728058334,False
3,2406,1,1324,15911.425497058779,105,0.02835538752362949,False
3,1610,2,1627,21203.622112881287,53,0.01431271941668917,False
3,368,3,779,8483.940453676954,329,0.0888468809073724,False
3,1517,4,1189,14124.467774987568,132,0.035646772886848505,False
3,367,5,1152,12741.333924756256,167,0.045098568728058334,False
3,356,6,2167,29502.95296250054,26,0.0070213340534701595,False
3,2194,7,1113,13673.62350752961,141,0.03807723467458817,False
3,849,8,484,4137.1956080371765,732,0.19767755873615986,False
3,1917,9,1077,11668.363657704602,199,0.0537402106400216,False
3,466,10,556,5099.148866001355,600,0.16203078584931138,False
4,2194,1,1113,13673.62350752961,141,0.03807723467458817,False
4,1610,2,1627,21203.622112881287,53,0.01431271941668917,False
4,2406,3,1324,15911.425497058779,105,0.02835538752362949,False
4,858,4,2204,31912.135776463492,20,0.0054010261949770455,False
4,589,5,2605,36165.89894183467,9,0.0024304617877396704,False
4,2640,6,1202,13938.680495319237,136,0.03672697812584391,False
4,1917,7,1077,11668.363657704602,199,0.0537402106400216,False
4,1129,8,876,9592.145647702826,274,0.07399405887118553,False
4,1221,9,1675,22862.716982968926,41,0.011072103699702943,False
4,1371,10,767,7823.062410781384,375,0.1012692411558196,False
5,1265,1,2248,30164.815200494995,23,0.006211180124223602,False
5,1060,2,777,8969.938991330382,297,0.08020523899540913,False
5,367,3,1152,12741.333924756256,167,0.045098568728058334,False
5,1784,4,1403,17648.452993612464,77,0.020793950850661626,False
5,1246,5,843,9953.935772641878,257,0.06940318660545504,False
5,2194,6,1113,13673.62350752961,141,0.03807723467458817,False
5,1584,7,1364,16659.438877757886,89,0.024034566567647853,False
5,21,8,1332,15861.790447333964,106,0.02862543883337834,False
5,2406,9,1324,15911.425497058779,105,0.02835538752362949,False
5,1393,10,1326,16137.674690050057,100,0.027005130974885227,False
6,1265,1,2248,30164.815200494995,23,0.006211180124223602,False
6,356,2,2167,29502.95296250054,26,0.0070213340534701595,False
6,2470,3,899,9834.562229076122,265,0.07156359708344585,False
6,539,4,970,11268.418336678264,210,0.05671077504725898,False
6,2671,5,766,8477.47378024496,330,0.08911693221712125,False
6,708,6,671,7027.82387859474,430,0.11612206319200648,False
6,367,7,1152,12741.333924756256,167,0.045098568728058334,False
6,1517,8,1189,14124.467774987568,132,0.035646772886848505,False
6,1246,9,843,9953.935772641878,257,0.06940318660545504,False
6,11,10,1023,12045.16513018045,185,0.049959492303537675,False
7,849,1,484,4137.1956080371765,732,0.19767755873615986,False
7,1917,2,1077,11668.363657704602,199,0.0537402106400216,False
7,2194,3,1113,13673.62350752961,141,0.03807723467458817,False
7,1385,4,454,4354.591613583601,697,0.18822576289495005,False
7,3527,5,1274,15145.18568718097,115,0.031055900621118012,False
7,2406,6,1324,15911.425497058779,105,0.02835538752362949,False
7,1831,7,634,5734.045811516156,534,0.14420739940588712,False
7,173,8,525,4377.879222400475,694,0.18741560896570347,False
7,2353,9,973,11192.615485374583,214,0.05779098028625439,False
7,1370,10,1124,12916.45219146292,163,0.04401836348906292,False
8,1246,1,843,9953.935772641878,257,0.06940318660545504,False
8,1610,2,1627,21203.622112881287,53,0.01431271941668917,False
8,318,3,2205,32060.29507007315,19,0.005130974885228194,False
8,1784,4,1403,17648.452993612464,77,0.020793950850661626,False
8,2194,5,1113,13673.62350752961,141,0.03807723467458817,False
8,3098,6,539,5791.389392963434,529,0.14285714285714285,False
8,1183,7,966,10960.909501000278,225,0.060761544693491765,False
8,367,8,1152,12741.333924756256,167,0.045098568728058334,False
8,1635,9,502,5309.273710180128,575,0.15527950310559005,False
8,356,10,2167,29502.95296250054,26,0.0070213340534701595,False
9,1610,1,1627,21203.622112881287,53,0.01431271941668917,False
9,296,2,2138,29830.80155175783,25,0.006751282743721307,False
9,356,3,2167,29502.95296250054,26,0.0070213340534701595,False
9,1246,4,843,9953.935772641878,257,0.06940318660545504,False
9,367,5,1152,12741.333924756256,167,0.045098568728058334,False
9,1517,6,1189,14124.467774987568,132,0.035646772886848505,False
9,3578,7,1859,24884.900654850804,33,0.008911693221712126,False
9,2194,8,1113,13673.62350752961,141,0.03807723467458817,False
9,858,9,2204,31912.135776463492,20,0.0054010261949770455,False
9,36,10,916,10862.61364956842,233,0.06292195517148258,False
10,2374,1,238,1935.9298656077892,1286,0.347285984337024,False
10,2406,2,1324,15911.425497058779,105,0.02835538752362949,False
10,2735,3,446,4023.1117534989953,749,0.20226843100189035,False
