user_id,model,precision_at_10,recall_at_10,hit_rate_at_10,map_at_10,ndcg_at_10,genre_diversity
1,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
1,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
2,Popularity,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
2,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
3,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
3,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
4,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
4,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
5,Popularity,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
5,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
6,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
6,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
7,Popularity,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
7,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
8,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
8,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
9,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
9,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
10,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
10,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
11,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
11,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
12,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
12,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
13,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
13,Hybrid,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
14,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
14,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
15,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
15,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
16,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
16,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2
17,Popularity,0.1,1.0,1.0,0.2,0.38685280723454163,0.4888888888888889
17,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
18,Popularity,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
18,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
19,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
19,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
20,Popularity,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
20,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
21,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
21,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
22,Popularity,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
22,Hybrid,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
23,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
23,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
24,Popularity,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
24,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
25,Popularity,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
25,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
26,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
26,Hybrid,0.1,1.0,1.0,0.1,0.2890648263178879,0.0
27,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
27,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
28,Popularity,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
28,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
29,Popularity,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
29,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
30,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
30,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
31,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
31,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
32,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
32,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
33,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
33,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
34,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
34,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
35,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
35,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
36,Popularity,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
36,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
37,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
37,Hybrid,0.1,1.0,1.0,0.125,0.31546487678572877,0.24444444444444444
38,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
38,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
39,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
39,Hybrid,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
40,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
40,Hybrid,0.1,1.0,1.0,0.16666666666666666,0.3562071871080222,0.044444444444444446
41,Popularity,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
41,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
42,Popularity,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
42,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
43,Popularity,0.1,1.0,1.0,1.0,1.0,0.24444444444444444
43,Hybrid,0.1,1.0,1.0,0.5,0.6309297535714575,0.13333333333333333
44,Popularity,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
44,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
45,Popularity,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
45,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
46,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
46,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
47,Popularity,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
47,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
48,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
48,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
49,Popularity,0.1,1.0,1.0,1.0,1.0,0.5333333333333333
49,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
50,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
50,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
51,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
51,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
52,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
52,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
53,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
53,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
54,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
54,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
55,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
55,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
56,Popularity,0.0,0.0,0.0,0.0,0.0,0.044444444444444446
56,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
57,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
57,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
58,Popularity,0.0,0.0,0.0,0.0,0.0,0.6222222222222222
58,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
59,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
59,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
60,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
60,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
61,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
61,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
62,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
62,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
63,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
63,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
64,Popularity,0.1,1.0,1.0,1.0,1.0,0.3333333333333333
64,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
65,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
65,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
66,Popularity,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
66,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
67,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
67,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
68,Popularity,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
68,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
69,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
69,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
70,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
70,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
71,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
71,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2
72,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
72,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
73,Popularity,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
73,Hybrid,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
74,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
74,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
75,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
75,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2
76,Popularity,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
76,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
77,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
77,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
78,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
78,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
79,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
79,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
80,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
80,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
81,Popularity,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
81,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
82,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
82,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
83,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
83,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
84,Popularity,0.1,1.0,1.0,1.0,1.0,0.4444444444444444
84,Hybrid,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
85,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
85,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
86,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
86,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
87,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
87,Hybrid,0.1,1.0,1.0,1.0,1.0,0.0
88,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
88,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
89,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
89,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
90,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
90,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
91,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
91,Hybrid,0.1,1.0,1.0,1.0,1.0,0.0
92,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
92,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
93,Popularity,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
93,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
94,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
94,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
95,Popularity,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
95,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
96,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
96,Hybrid,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
97,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
97,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
98,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
98,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
99,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
99,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
100,Popularity,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
100,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
101,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
101,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
102,Popularity,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
102,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
103,Popularity,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
103,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
